1.349073372652354941e+01 1.349073372652354941e+01 1.349073372652354941e+01 8.835079435016728766e+00 7.631252841276956467e+00 6.839730477491391625e+00 6.923199470960102353e+00 7.603649368172261447e+00 8.152562485787880675e+00 8.593438062819144463e+00 9.511198327464388314e+00 1.349073372652354941e+01 1.349073372652354941e+01 1.016464444363692188e+01 8.774424092209276438e+00 8.159374930705547868e+00 7.421459191285916468e+00 7.191788421002402565e+00 7.131416472089278535e+00 7.064467062627366900e+00 7.022318919959590566e+00 7.294827474936099954e+00 7.943346915818940701e+00 8.978784591345426946e+00 1.040524210507217440e+01
1.349073372652354941e+01 9.066135083356341440e+00 7.929209344503874490e+00 7.197220298757862622e+00 6.773856862138444512e+00 6.609607031124272503e+00 7.043020587833210833e+00 7.645549147253716704e+00 8.489521380471119372e+00 8.119621233460717846e+00 8.952297621970549457e+00 9.861011721846304923e+00 1.081510819669777845e+01 8.879241022596277233e+00 8.052983388138191145e+00 6.861078326748982548e+00 6.074765268104333593e+00 6.093103536573073242e+00 6.463188427201633779e+00 7.085581661051771007e+00 7.205462056033744567e+00 7.788785412276707731e+00 8.247844522062264261e+00 8.579413876017598639e+00 9.448461836318118756e+00
8.421973884492549800e+00 7.464721227646906598e+00 6.365684894648585335e+00 5.685361887999533792e+00 5.711641282794837515e+00 6.145190107539892921e+00 6.885640840870707713e+00 7.537344333095206572e+00 8.526400363898874346e+00 8.443650333553014420e+00 8.552318035770852589e+00 9.448461836318090334e+00 8.685309626759151413e+00 7.577267634134925878e+00 5.963724963398676415e+00 4.673782855509993617e+00 4.056883563708018947e+00 4.402523419488271195e+00 5.553695496688753508e+00 6.642037434177616717e+00 7.212418308600303085e+00 7.614537870851936674e+00 8.380851168906925608e+00 8.879241022596273680e+00 9.098347985370613955e+00
7.242554725239902069e+00 6.086081075637695292e+00 5.105811959131908218e+00 4.546238583970382052e+00 4.605546055503024760e+00 4.973093438225909324e+00 5.779731693732867548e+00 6.773856862138499579e+00 7.493166091957722763e+00 8.280513903979096924e+00 8.247844522062262484e+00 8.030486531649836834e+00 7.150028154021864424e+00 5.472672950586394691e+00 3.814484368226981559e+00 2.649491831609821269e+00 2.207125867528940244e+00 2.742594175765834752e+00 4.224380684104219519e+00 5.926489502022604050e+00 6.799199710832515287e+00 7.431478538310994253e+00 7.815116631880858478e+00 7.815116631880904663e+00 7.948134937223535701e+00
6.639355676164817588e+00 5.393029194307795926e+00 4.425335303332618153e+00 3.931190310691121681e+00 3.749298057244061066e+00 3.631342697452275559e+00 4.068833018966362403e+00 4.997187340923267662e+00 5.996484268419940200e+00 6.955958333341035527e+00 7.301289777027438532e+00 6.900381578923651560e+00 5.541861113325109223e+00 3.832471582508978791e+00 2.374907517129741574e+00 1.357103490999650219e+00 9.831405798407952812e-01 1.515122400963091698e+00 2.983193946891810278e+00 4.701042237270498525e+00 5.912096574611640065e+00 6.706104095534218601e+00 7.322789566764747349e+00 7.590312579919096692e+00 7.681327442698502317e+00
6.493410986607597302e+00 5.417746092774986089e+00 4.540069111400181434e+00 3.967162471206189700e+00 3.324880873476076637e+00 2.610931244968676790e+00 2.498337139821543484e+00 3.077679761624954935e+00 4.148269944504041185e+00 5.304656745315155852e+00 5.875035266233796349e+00 5.647386485410669010e+00 4.697571017412787597e+00 3.315180158018891987e+00 2.024033195806549834e+00 1.042883906806110872e+00 5.650693457184271518e-01 8.747810960332829122e-01 2.019223436751018230e+00 3.401150125411755543e+00 4.575709036001096131e+00 5.508829041716236219e+00 6.387728990615902269e+00 7.067751629894057253e+00 7.314428407461664783e+00
6.952328796514114728e+00 6.147999966175369480e+00 5.403641207319361150e+00 4.451436004109193156e+00 3.211978063347273427e+00 1.979733211140864313e+00 1.426260204413335453e+00 1.643906165354880544e+00 2.623400828798237328e+00 3.875704172854154805e+00 4.667109466804415518e+00 4.988566061789539319e+00 4.818254415109454847e+00 3.911292009272291814e+00 2.722384956120687871e+00 1.626726566304142141e+00 9.045386491672999796e-01 8.388773697095097681e-01 1.451409393118550106e+00 2.188722605280464695e+00 3.038449978657967065e+00 4.181923645156767400e+00 5.322488434538525048e+00 6.328331028121769286e+00 7.009238344624290740e+00
7.716124391993731457e+00 7.306182893591216754e+00 6.436705580524479942e+00 4.900858887349407667e+00 3.222219343136869085e+00 1.779924500111534691e+00 1.028893368568007949e+00 1.077886053287127499e+00 1.981188877517782387e+00 3.287503181638913308e+00 4.343682398345255713e+00 5.256938542665646530e+00 5.700790549470141855e+00 5.409596757291990521e+00 4.370934241447296031e+00 3.025428733587790742e+00 1.903527378615457621e+00 1.338578875950279690e+00 1.275447800705727275e+00 1.359719527768426639e+00 1.874086106882141056e+00 3.034573534959261298e+00 4.506111340302881629e+00 6.066519527308886772e+00 7.226579159646403738e+00
8.489521380471122924e+00 8.113245906247447792e+00 6.948721223358083954e+00 5.052643382388947835e+00 3.124536025071625645e+00 1.670899294001304103e+00 1.009961495005769594e+00 1.197203458148826893e+00 2.183678781622273135e+00 3.560629320442689760e+00 4.801098632032450020e+00 6.154370992509224259e+00 7.118127962828037170e+00 7.135092615085329548e+00 6.451750096145594249e+00 4.929069804281929201e+00 3.324454551424314452e+00 2.035122163105422377e+00 1.277756783349106584e+00 1.019599326848906085e+00 1.380547492625845196e+00 2.561024697267134886e+00 4.292444435169971761e+00 6.274608775174208120e+00 7.962734146085725939e+00
8.361306834962848100e+00 7.982773106416345854e+00 6.708503105130101396e+00 4.729151674083215795e+00 2.769915196183748041e+00 1.330075815416164486e+00 8.614743783192322368e-01 1.368114502088605411e+00 2.601805178390497630e+00 4.120165141649406948e+00 5.603814795379010505e+00 7.208234824456750900e+00 8.088405258626956140e+00 8.201970129097794882e+00 7.700055404060372588e+00 6.368396240064494229e+00 4.348228549824102451e+00 2.431628405457511910e+00 1.328949275167147448e+00 9.439564440009895474e-01 1.294453783885369358e+00 2.486186564875083160e+00 4.406644573662635622e+00 6.660600495703014268e+00 8.443650333553089027e+00
