-3.141592653589793116e+00 -3.141592653589793116e+00 2.870459528998597243e+00
-3.141592653589793116e+00 -2.932153143350473723e+00 3.280845512957790699e+00
-3.141592653589793116e+00 -2.722713633111154330e+00 3.955310615914338079e+00
-3.141592653589793116e+00 -2.513274122871834493e+00 4.867545861538955521e+00
-3.141592653589793116e+00 -2.303834612632515100e+00 5.981007921892022239e+00
-3.141592653589793116e+00 -2.094395102393195707e+00 6.806658248260220923e+00
-3.141592653589793116e+00 -1.884955592153875870e+00 7.218285963630158619e+00
-3.141592653589793116e+00 -1.675516081914556921e+00 6.318982466689791799e+00
-3.141592653589793116e+00 -1.466076571675237084e+00 4.739636298583119078e+00
-3.141592653589793116e+00 -1.256637061435917246e+00 3.578150580806841230e+00
-3.141592653589793116e+00 -1.047197551196598297e+00 3.006853841066672306e+00
-3.141592653589793116e+00 -8.377580409572784603e-01 3.013804065041207902e+00
-3.141592653589793116e+00 -6.283185307179586232e-01 3.450729221049751327e+00
-3.141592653589793116e+00 -4.188790204786396743e-01 3.811770679758295977e+00
-3.141592653589793116e+00 -2.094395102393198371e-01 3.854426619876351268e+00
-3.141592653589793116e+00 0.000000000000000000e+00 3.923309735941264975e+00
-3.141592653589793116e+00 2.094395102393195318e-01 3.923309735941264975e+00
-3.141592653589793116e+00 4.188790204786390636e-01 3.941382308389398403e+00
-3.141592653589793116e+00 6.283185307179586232e-01 3.793253755534634841e+00
-3.141592653589793116e+00 8.377580409572781273e-01 3.498547181369946024e+00
-3.141592653589793116e+00 1.047197551196597631e+00 3.259566779691677851e+00
-3.141592653589793116e+00 1.256637061435917246e+00 3.155031124534292797e+00
-3.141592653589793116e+00 1.466076571675236861e+00 3.085485032442946363e+00
-3.141592653589793116e+00 1.675516081914556255e+00 2.835084642952807155e+00
-3.141592653589793116e+00 1.884955592153875870e+00 2.468044439011232605e+00
-3.141592653589793116e+00 2.094395102393195263e+00 2.214354243261595023e+00
-3.141592653589793116e+00 2.303834612632514656e+00 2.126173652159748073e+00
-3.141592653589793116e+00 2.513274122871834049e+00 2.019994633030258502e+00
-3.141592653589793116e+00 2.722713633111153886e+00 1.826705521994898662e+00
-3.141592653589793116e+00 2.932153143350473279e+00 1.925260124985918919e+00
-3.141592653589793116e+00 3.141592653589792672e+00 2.430072344086146696e+00
-2.932153143350473723e+00 -3.141592653589793116e+00 3.507096404403027279e+00
-2.932153143350473723e+00 -2.932153143350473723e+00 3.876146777775281826e+00
-2.932153143350473723e+00 -2.722713633111154330e+00 4.516881207232925632e+00
-2.932153143350473723e+00 -2.513274122871834493e+00 5.444407792694860859e+00
-2.932153143350473723e+00 -2.303834612632515100e+00 6.468051971569762415e+00
-2.932153143350473723e+00 -2.094395102393195707e+00 7.418553782879221181e+00
-2.932153143350473723e+00 -1.884955592153875870e+00 7.636286804163774811e+00
-2.932153143350473723e+00 -1.675516081914556921e+00 7.538923192089077574e+00
-2.932153143350473723e+00 -1.466076571675237084e+00 5.913724056015142949e+00
-2.932153143350473723e+00 -1.256637061435917246e+00 4.797900533681954904e+00
-2.932153143350473723e+00 -1.047197551196598297e+00 4.210976446445962473e+00
-2.932153143350473723e+00 -8.377580409572784603e-01 4.222166535113101027e+00
-2.932153143350473723e+00 -6.283185307179586232e-01 4.666496956274801100e+00
-2.932153143350473723e+00 -4.188790204786396743e-01 5.055180153374545959e+00
-2.932153143350473723e+00 -2.094395102393198371e-01 5.079789313287425223e+00
-2.932153143350473723e+00 0.000000000000000000e+00 5.066173900519952866e+00
-2.932153143350473723e+00 2.094395102393195318e-01 5.066173900519952866e+00
-2.932153143350473723e+00 4.188790204786390636e-01 5.003641833291711194e+00
-2.932153143350473723e+00 6.283185307179586232e-01 4.815064797316172651e+00
-2.932153143350473723e+00 8.377580409572781273e-01 4.468242085344920511e+00
-2.932153143350473723e+00 1.047197551196597631e+00 4.155991265151932623e+00
-2.932153143350473723e+00 1.256637061435917246e+00 3.924392080851803577e+00
-2.932153143350473723e+00 1.466076571675236861e+00 3.689850851874711957e+00
-2.932153143350473723e+00 1.675516081914556255e+00 3.330871069440035637e+00
-2.932153143350473723e+00 1.884955592153875870e+00 2.937406543661968961e+00
-2.932153143350473723e+00 2.094395102393195263e+00 2.680436499781426729e+00
-2.932153143350473723e+00 2.303834612632514656e+00 2.629371173404081663e+00
-2.932153143350473723e+00 2.513274122871834049e+00 2.668394909057503206e+00
-2.932153143350473723e+00 2.722713633111153886e+00 2.638668097328513706e+00
-2.932153143350473723e+00 2.932153143350473279e+00 2.751884489232977238e+00
-2.932153143350473723e+00 3.141592653589792672e+00 3.155681614326522499e+00
-2.722713633111154330e+00 -3.141592653589793116e+00 4.282564598459296157e+00
-2.722713633111154330e+00 -2.932153143350473723e+00 4.579308885505518845e+00
-2.722713633111154330e+00 -2.722713633111154330e+00 5.128880454660059485e+00
-2.722713633111154330e+00 -2.513274122871834493e+00 5.994323682405703124e+00
-2.722713633111154330e+00 -2.303834612632515100e+00 7.114918274528241326e+00
-2.722713633111154330e+00 -2.094395102393195707e+00 7.954854071300206719e+00
-2.722713633111154330e+00 -1.884955592153875870e+00 8.598869736260242647e+00
-2.722713633111154330e+00 -1.675516081914556921e+00 8.631990177707802303e+00
-2.722713633111154330e+00 -1.466076571675237084e+00 7.822929235677100301e+00
-2.722713633111154330e+00 -1.256637061435917246e+00 6.521898331972309393e+00
-2.722713633111154330e+00 -1.047197551196598297e+00 5.954282140859364247e+00
-2.722713633111154330e+00 -8.377580409572784603e-01 5.868602670177857306e+00
-2.722713633111154330e+00 -6.283185307179586232e-01 6.217662983781298891e+00
-2.722713633111154330e+00 -4.188790204786396743e-01 6.606752524644369018e+00
-2.722713633111154330e+00 -2.094395102393198371e-01 6.577286185762287296e+00
-2.722713633111154330e+00 0.000000000000000000e+00 6.487795556809071940e+00
-2.722713633111154330e+00 2.094395102393195318e-01 6.487795556809071940e+00
-2.722713633111154330e+00 4.188790204786390636e-01 6.283813862299160391e+00
-2.722713633111154330e+00 6.283185307179586232e-01 5.890822326094163230e+00
-2.722713633111154330e+00 8.377580409572781273e-01 5.445057026831707780e+00
-2.722713633111154330e+00 1.047197551196597631e+00 5.044509878660903723e+00
-2.722713633111154330e+00 1.256637061435917246e+00 4.639972696308095834e+00
-2.722713633111154330e+00 1.466076571675236861e+00 4.287471577590343585e+00
-2.722713633111154330e+00 1.675516081914556255e+00 3.928269164193477714e+00
-2.722713633111154330e+00 1.884955592153875870e+00 3.571818746457326998e+00
-2.722713633111154330e+00 2.094395102393195263e+00 3.317461897772461032e+00
-2.722713633111154330e+00 2.303834612632514656e+00 3.245980982607324705e+00
-2.722713633111154330e+00 2.513274122871834049e+00 3.293069341697532071e+00
-2.722713633111154330e+00 2.722713633111153886e+00 3.395671739883177054e+00
-2.722713633111154330e+00 2.932153143350473279e+00 3.609632761189762729e+00
-2.722713633111154330e+00 3.141592653589792672e+00 3.994091123367430107e+00
-2.513274122871834493e+00 -3.141592653589793116e+00 5.178576726395194285e+00
-2.513274122871834493e+00 -2.932153143350473723e+00 5.481209100632689513e+00
-2.513274122871834493e+00 -2.722713633111154330e+00 5.950289358320187461e+00
-2.513274122871834493e+00 -2.513274122871834493e+00 6.510635919920913395e+00
-2.513274122871834493e+00 -2.303834612632515100e+00 7.617360382051259649e+00
-2.513274122871834493e+00 -2.094395102393195707e+00 8.310724328989305576e+00
-2.513274122871834493e+00 -1.884955592153875870e+00 9.923936331325714733e+00
-2.513274122871834493e+00 -1.675516081914556921e+00 1.357515504274635099e+01
-2.513274122871834493e+00 -1.466076571675237084e+00 1.357515504274635099e+01
-2.513274122871834493e+00 -1.256637061435917246e+00 9.098462527321670379e+00
-2.513274122871834493e+00 -1.047197551196598297e+00 7.748832416098145437e+00
-2.513274122871834493e+00 -8.377580409572784603e-01 7.405354558837959900e+00
