2.621114278446499135e+00 2.273414482762544875e+00 2.145050485282229413e+00 2.282792664002111671e+00 2.348594357293101176e+00 2.282071484153750163e+00 2.144177020026114988e+00 1.943446605555238627e+00 1.686727993371013090e+00 1.391415882428241879e+00 1.055536839340840416e+00 8.279839694235693326e-01 8.115056743377220272e-01 1.032477032815629858e+00 1.531844034410440925e+00 2.281338619868203299e+00 3.195315951381832331e+00 4.044019993850461070e+00 4.603132661175447282e+00 4.795067702575867230e+00 4.935161375797967764e+00 5.078965045541277590e+00 5.010424969084297686e+00 4.591121525550956761e+00 4.017643905904419555e+00 3.474144078435691618e+00 3.109560498028409281e+00 2.965015688533159555e+00 2.988996765126131994e+00 2.887979447509211983e+00 1.341892919666137018e+01
2.876892662995572003e+00 2.589015371654068698e+00 2.585641529059801602e+00 2.795723826462977346e+00 2.859885417169046207e+00 2.816585950237139091e+00 2.750660834540115118e+00 2.657544459416830485e+00 2.385495199383806941e+00 1.865099011247620009e+00 1.333840623407133164e+00 1.064978256519510946e+00 1.093562667279463829e+00 1.406537720799855506e+00 1.985401054481446881e+00 2.745738198520143669e+00 3.516282692715427149e+00 4.225168421347319736e+00 4.591222304805379295e+00 4.861801706959781200e+00 4.909519930492483475e+00 4.995743963941069232e+00 5.034523893167695441e+00 4.700540273379146150e+00 4.228066255117427730e+00 3.698698535547824573e+00 3.391585744701810512e+00 3.349756533759701949e+00 3.396646348211533883e+00 3.244584854245406103e+00 1.341892919666137018e+01
3.046636298840279977e+00 2.928445669873461998e+00 3.112092859413237989e+00 3.324487311476346907e+00 3.343434418656778373e+00 3.316914608903375861e+00 3.349128825200835990e+00 3.255390517937021500e+00 2.729321085939777181e+00 1.921646326414459427e+00 1.315578137568949479e+00 1.073119113949304593e+00 1.162287323208906598e+00 1.528993116434123500e+00 2.091875964681824129e+00 2.737842045617083997e+00 3.412105071743480433e+00 4.114297885258713983e+00 4.793933780049945526e+00 5.057871771054550436e+00 5.135465409398057623e+00 5.169304629660319783e+00 4.973517001146897876e+00 4.710921272882560906e+00 4.191244402570623251e+00 3.762706786290670014e+00 3.486607041979350452e+00 3.548704581533794755e+00 3.657295670614309380e+00 3.444264956721855508e+00 1.341892919666137018e+01
3.548056076763009159e+00 3.511683334777919274e+00 3.647777616288552682e+00 3.637024613644557647e+00 3.529889636973398304e+00 3.481681438507396198e+00 3.536055478870781421e+00 3.349204115340264742e+00 2.660956449908269850e+00 1.802907136712776026e+00 1.251115926872126805e+00 1.065863220672757405e+00 1.131209081768565827e+00 1.350359947198714217e+00 1.734758984031753215e+00 2.352163308360628591e+00 3.174389563142772541e+00 4.103571342083835560e+00 4.945661875356697657e+00 5.545186058148850350e+00 5.725745953603689209e+00 5.334201045198789792e+00 5.071249132866226361e+00 4.685949479754327740e+00 4.259866730579074279e+00 3.792279598043782673e+00 3.543762241021127135e+00 3.566504376949608091e+00 3.832303155127311900e+00 3.803224481420453440e+00 1.341892919666137018e+01
4.210514198932735042e+00 4.015568031353923928e+00 3.826825642646361825e+00 3.620715729579139008e+00 3.484272929848327038e+00 3.425374454438353755e+00 3.444633033902098074e+00 3.301414435584665963e+00 2.649764383396697731e+00 1.866167024047963974e+00 1.365730651955861186e+00 1.142244182437401001e+00 1.051787484301732523e+00 1.088614947238822017e+00 1.382440506941900349e+00 1.979953762188487953e+00 2.894656913232246165e+00 4.030961680904225020e+00 5.169836439968516828e+00 6.048813600878551355e+00 6.333910285221186598e+00 6.102272854137552827e+00 5.682097172379335426e+00 5.162433923155520077e+00 4.741636446660436377e+00 4.270953509578032659e+00 4.038012689781778519e+00 3.994493192312246865e+00 4.133301153191105470e+00 4.271778644339380371e+00 1.341892919666137018e+01
4.626835358305849688e+00 4.208124139139207465e+00 3.811941927898926163e+00 3.596669857119930036e+00 3.485975299143846851e+00 3.410420039399579828e+00 3.469842105665693843e+00 3.342651950561849716e+00 2.776637233113135927e+00 2.060610913344055106e+00 1.532573053312668021e+00 1.252918762679869680e+00 1.158726349626968410e+00 1.241919416126174402e+00 1.561744664482362266e+00 2.182698961400996396e+00 3.101670963611892429e+00 4.235955949489237149e+00 5.413156468720154102e+00 6.322766861232294922e+00 6.961373538904713776e+00 7.244794912017423982e+00 6.288793761515611536e+00 6.087211240928582789e+00 5.791418225197137559e+00 5.360717299474782926e+00 4.879844118592408186e+00 4.623208682491338983e+00 4.687842802948285481e+00 4.708585076645491974e+00 1.341892919666137018e+01
4.925725176417502738e+00 4.465718867551364823e+00 4.053309508963840457e+00 3.736619249455326308e+00 3.607912697762515553e+00 3.535986808725999353e+00 3.583735100338171886e+00 3.494224633451163964e+00 2.883796985739554675e+00 2.080652010859555645e+00 1.508394021234825910e+00 1.238584583554142249e+00 1.322291283297913900e+00 1.659081392858317683e+00 2.139901411560569677e+00 2.815785301490353998e+00 3.726798241392644595e+00 4.882302511930576294e+00 5.902227413198303907e+00 6.770064458410861796e+00 7.402064871551729652e+00 7.424995958225794723e+00 7.106608005675576933e+00 6.644092078218374553e+00 6.435891254919019033e+00 6.206154294224044854e+00 5.647917004447913669e+00 5.220042717166991864e+00 5.248493089602973782e+00 5.156941738737145897e+00 1.341892919666137018e+01
5.122056845365530187e+00 4.662095280547922549e+00 4.238906828097180224e+00 3.804731431353806759e+00 3.470333948725932149e+00 3.355334412836543212e+00 3.410851288317093388e+00 3.360785812289863284e+00 2.700373161429101110e+00 1.876877269107490864e+00 1.299288159183783264e+00 1.058463953770784949e+00 1.218323455580573755e+00 1.742359969301906286e+00 2.490595271706464331e+00 3.324318782313234077e+00 4.253769915653408340e+00 5.279008159328312466e+00 5.891420629233288686e+00 6.440356856338964597e+00 6.482127970633496439e+00 6.773973661436654581e+00 6.983252981716922214e+00 6.521886330125631126e+00 6.545473526898685002e+00 6.619377528909456743e+00 6.122965849077337097e+00 5.807479905668038178e+00 5.688412469932552007e+00 5.559844367538048893e+00 1.341892919666137018e+01
5.002938734668486376e+00 4.445489075473531670e+00 3.870917660468161881e+00 3.292835951288976659e+00 2.875054360516945184e+00 2.706080400577660861e+00 2.761570308345306479e+00 2.814499330822521461e+00 2.264067696719777256e+00 1.500683406789437679e+00 9.720118346556390065e-01 7.553752694755957453e-01 8.737780056905117831e-01 1.333485447922989620e+00 2.096084816927616057e+00 3.015142785517360036e+00 3.959743030226725136e+00 4.821761544298472479e+00 5.247280150763231177e+00 5.495397492242362070e+00 5.642602033696187291e+00 6.136273477089117634e+00 6.444856160450900262e+00 6.424871439022416197e+00 6.619377528909465624e+00 6.467876582273612840e+00 6.197144199210140592e+00 5.916948108800561990e+00 5.667820960388566753e+00 5.431851466429855613e+00 1.341892919666137018e+01
4.583810277829808655e+00 3.958590962749921172e+00 3.281448516676499505e+00 2.668356027706056732e+00 2.199322823585152964e+00 1.987689368299673909e+00 2.042543647973159793e+00 2.134045717423339816e+00 1.754320514350319549e+00 1.086011267148742299e+00 6.099735774857442117e-01 3.979009688748667561e-01 4.588792418692750341e-01 8.147735352111817875e-01 1.499855235477656867e+00 2.387927458610279441e+00 3.356108325247986635e+00 4.138372086969672736e+00 4.498101285548841588e+00 4.794075402473337633e+00 5.240353241568421971e+00 5.831202856458997275e+00 5.984957167204345119e+00 6.747132726795821434e+00 6.622411394210897306e+00 6.221480499146336385e+00 6.012740145144438664e+00 5.823189857575720829e+00 5.625791391243196493e+00 5.183016226085418232e+00 1.341892919666137018e+01
