1.414640955414571799e+01 1.235916975325328693e+01
1.179869480826320149e+01 1.291980993202550998e+01
1.248249235613325325e+01 1.208126310036521289e+01
1.362256266195670662e+01 1.177510262051498202e+01
1.230497375052802234e+01 1.624633469180557199e+01
1.450433866785128068e+01 1.429233564117820166e+01
1.521270582642881841e+01 1.718808066930302658e+01
1.484094742820298052e+01 1.668057963239409602e+01
1.597495214764272120e+01 1.231249831243545678e+01
1.516546818244880512e+01 1.296841756611130059e+01
1.142334765414686260e+01 1.662246853614390929e+01
1.269386826161010795e+01 1.103809430574844974e+01
1.409092010712383924e+01 1.292342828794967957e+01
1.394217524586817802e+01 1.370539938246505152e+01
1.371996851669189255e+01 1.333612778555566258e+01
1.590875563603563592e+01 1.692743680463067690e+01
1.306609103485492085e+01 1.307770136595632593e+01
1.238709839848627325e+01 9.250174028554882355e+00
1.473046180615462575e+01 1.298611869456431123e+01
1.730020633745064274e+01 1.941541652057308909e+01
1.254402115217070346e+01 2.208820679159779132e+01
1.297172350882079073e+01 1.306095105083220709e+01
1.146868924760282482e+01 1.014794471576636781e+01
1.397927939929643948e+01 9.747753448068278814e+00
1.349470041858962155e+01 7.112311485589359883e+00
1.242516556043156051e+01 6.811021787557310248e+00
1.195831543048434042e+01 1.226115970579063585e+01
1.460499360394797286e+01 8.739098139789355457e+00
1.112959758412313427e+01 1.572391873755274716e+01
1.731693955691613240e+01 1.203944482329052512e+01
1.495453414595722386e+01 2.133826499927068809e+01
1.504105736338099142e+01 1.228040759832736306e+01
1.436434769137891543e+01 9.819959224305828016e+00
1.554909422237671812e+01 1.321938844454333228e+01
1.408780688183685648e+01 8.844808960553868005e+00
1.560870048768805241e+01 1.286336327245139266e+01
1.583687792574420605e+01 1.196463112837790099e+01
1.239073446897435105e+01 1.036276736002511889e+01
1.616313510556196320e+01 1.646940653389296116e+01
1.265780401145604728e+01 7.763199090195591623e+00
1.046579402752765908e+01 8.260856881628605208e+00
1.404127806086662034e+01 1.172386574836974837e+01
8.557787154769156857e+00 8.311184542769662897e+00
1.194503745868644096e+01 8.979343553445001902e+00
1.166435257101482748e+01 1.280720076008563524e+01
1.441768786973978678e+01 6.992284289140656917e+00
1.385919110018257250e+01 1.298105958661621884e+01
9.542486940837168419e+00 8.374639545590449430e+00
9.037488184461610174e+00 1.314039089133052229e+01
1.548206801180303138e+01 1.454689793419453103e+01
1.332282688267102522e+01 1.700917774810590899e+01
1.511092665927041345e+01 1.472095112629861546e+01
1.555989236080408844e+01 1.528615811027640525e+01
1.453505334944791905e+01 2.224025207469211907e+01
1.127017806139707368e+01 1.454905457107732225e+01
1.549959415657454365e+01 1.562272539742686028e+01
1.494559680901671506e+01 1.472248874478364833e+01
1.180146725316035017e+01 1.368218346316094092e+01
1.336852523720337693e+01 2.136141881961160394e+01
1.524589768046430827e+01 1.118847322912392883e+01
1.143016655379558166e+01 1.579216575884042939e+01
1.391719162120247155e+01 1.263956792844793497e+01
1.490365084259973827e+01 1.676610255457934073e+01
1.499614631758538863e+01 1.676976932610032023e+01
1.516730433252872245e+01 1.116760360138140840e+01
1.035714258962394929e+01 7.348946028410213493e+00
1.280420181077476549e+01 9.821517714765779061e+00
9.747103523990531926e+00 8.288445680349191491e+00
1.380354688613647163e+01 1.460761072619400380e+01
1.356584641601424934e+01 8.615946999051823596e+00
1.262417407502011280e+01 1.471036299117912449e+01
1.194464536095071949e+01 8.822254465709301385e+00
1.145763720717009448e+01 1.705300437552827120e+01
1.089332739219453750e+01 7.513678049604352260e+00
1.759827001094922494e+01 1.793374210735968433e+01
1.497707047496272104e+01 1.210477809314421727e+01
1.626220146467452565e+01 1.248972379542255240e+01
1.539540937870386372e+01 1.735101989138514256e+01
1.510613584568075929e+01 1.191244035607258311e+01
1.599179417128665115e+01 1.756797331518097138e+01
1.178326330155253032e+01 1.229592734339751026e+01
1.423609634761309195e+01 1.327773735085874307e+01
1.438546353861680061e+01 1.292832284352493311e+01
1.655046595603096549e+01 1.141707883282993130e+01
1.430877235406847525e+01 2.362385303983098694e+01
1.586200734188585315e+01 1.372032356144636545e+01
1.406243193122447721e+01 1.233768993757304067e+01
1.259486392685999867e+01 1.177104134134861368e+01
1.452086243222945505e+01 1.188269632199897075e+01
1.062620820989831749e+01 1.064401651869073895e+01
1.281979504933906711e+01 1.231920148232805090e+01
1.051246326905121897e+01 1.307109774464314533e+01
1.462686645318126466e+01 2.140165710466051152e+01
1.491026806189623422e+01 1.120463563285529851e+01
1.463442545171098175e+01 1.209494153935926342e+01
1.621201713023515367e+01 1.756542134901305374e+01
1.627810945806917431e+01 1.479769220201517399e+01
1.537855918516084053e+01 1.025505795144307797e+01
2.024610349986118862e+01 1.286770748248308927e+01
1.844088802621535450e+01 1.698973059223961712e+01
1.572769743741520010e+01 1.176740648009819701e+01
