3.062109685222787814e+00 8.483666012708953374e+00 9.657707726153766714e+00 9.871311080160607432e+00 1.355173566448955391e+01 3.027683847564881514e+00
7.756951619513174911e+00 2.984570651213203973e+00 4.680667072234550474e+00 8.150993120667699543e+00 1.353068309248330792e+01 3.433003331694099547e+00
5.847045434807851549e+00 1.155316207398965211e+01 7.803468596133238400e+00 9.749610632249744668e+00 7.439922704177399204e+00 1.050002549209860803e+01
5.430284984469131437e+00 7.358677368930827356e+00 6.375804539015653916e+00 7.378581720018759782e+00 1.273517776057775208e+01 7.291852128812043254e+00
4.773769979137004960e+00 6.006237172379939260e+00 4.914879657573819394e+00 5.558842836858682190e+00 1.586705960014364436e+01 2.877003272928848165e+00
5.607114508353479465e+00 9.266454581019841541e+00 6.381625314553224015e+00 8.598591768313317729e+00 1.142248555610316707e+01 4.895325189839895508e+00
8.658938695882277159e+00 9.491076406123006848e+00 3.593959679867201107e+00 2.327592902615373549e-01 1.344924856734079022e+01 1.253540609958006202e+00
5.218917150638836766e+00 6.189279831414350674e+00 4.720382885963442021e+00 5.482864857461231090e+00 1.483276218068095353e+01 3.365800474686128307e+00
5.895437312867901625e+00 7.767688828451216665e+00 4.415375085308679282e+00 4.738625850572843135e+00 1.583130905847966119e+01 2.912423651647671807e+00
5.622728670297388653e+00 8.143124931860917570e+00 6.034950506886037402e+00 5.203100320131736289e+00 1.403040587417306995e+01 7.623858025005554317e+00
3.514577166418602960e+00 8.063943166914652849e+00 5.721604340715834347e+00 3.371519463829695695e+00 2.543097566571316470e+00 7.539241173345030411e+00
4.803201830389694393e+00 6.210661404697415122e+00 4.886074834585008908e+00 5.393695519325403254e+00 1.497485637217708287e+01 2.840282408173645745e+00
4.673692776286211270e+00 1.012463961592170847e+01 7.752388571669285966e+00 1.332773584325571292e+01 1.028118660737039036e+01 6.289592697935642462e+00
2.201644929668495454e+00 7.445212203780736004e+00 1.030412391575252151e+01 7.401199002655782344e+00 1.199691944913899633e+01 1.355306185026551624e+01
8.184820304865876750e+00 2.325526234484636134e+00 4.949421459227886011e+00 7.732511470778828944e+00 1.377952084428187973e+01 3.009194338516374856e+00
5.369778486573248522e+00 1.227339259619997058e+01 6.389833947626144983e+00 1.267560881228113168e+01 8.425963353640629094e+00 9.745640586073019307e+00
7.090054860359163769e+00 6.714886411116736120e+00 5.663370916582789683e+00 8.830955686697961937e+00 1.132790679909346565e+01 5.751580654134152759e+00
5.729704945190537302e+00 7.504871580179609758e+00 6.355424853778484540e+00 1.147168594115846041e+01 6.936005914478633905e+00 4.498281272223548122e+00
5.086492678114289845e+00 6.622007356383236676e+00 7.909627673849006335e+00 8.909495978913817282e+00 8.714799972790286731e+00 8.376109203140492454e+00
3.743718258057130654e+00 6.954683407693666553e+00 8.361853376322287090e+00 6.949038663555861639e+00 1.147383487142272607e+01 1.171606603102507371e+01
5.656473866514793336e+00 8.002806315184017194e+00 6.465663213490249639e+00 6.743441492654394409e+00 1.535717873059761551e+01 2.639722146611939380e+00
3.015902823445305803e+00 4.287470197869038380e+00 7.171623958414016897e+00 1.045061874304492733e+01 6.966463722090226796e+00 2.845668803734704433e+00
5.530736133511035213e+00 8.357519236202161750e+00 8.402464828633140925e+00 1.256872659444977813e+01 1.419215228693905928e+01 1.627774195787954792e+00
2.389410953104552870e+00 6.790438914515862123e+00 1.019702060484441830e+01 6.753433923934688110e+00 1.204714340946453177e+01 1.237744673502398918e+01
4.352033872584549989e+00 9.730580912680334649e+00 6.465956962869527480e+00 1.306338136381962656e+01 1.016380606116098129e+01 5.657495480924524145e+00
4.874688357237460856e+00 8.157369529146311748e+00 7.262718530521347304e+00 1.427755698719397337e+01 1.043511475763532381e+01 5.892563074969812575e+00
9.614078091445046326e+00 1.469529934660599579e+01 4.234067824778916744e+00 2.868909482450714865e+00 1.385540521095604838e+01 1.153757037794720297e+01
2.647298724877027887e+00 3.862879765538949517e+00 7.212770802929505898e+00 1.093421278815994846e+01 7.086104503469323745e+00 2.766214307868638755e+00
5.533953519553178602e+00 5.111530536925950052e+00 4.510737769166240696e+00 4.822256350455195850e+00 1.589568350386801576e+01 2.349678026081587490e+00
6.082116240312823940e+00 6.795438473375297050e+00 7.211409748281436549e+00 1.183529077889435577e+01 8.369603285582941865e+00 5.710636369491994380e+00
6.637852466272791574e+00 1.170359757319172189e+01 7.320400605606592670e+00 9.031662164974626705e+00 7.321735261531025607e+00 1.079292377333049480e+01
2.506039717951367152e+00 7.740738423687291814e+00 9.996976030405301472e+00 6.796665403786544601e+00 1.122219117312682357e+01 1.363078547909359983e+01
7.929522481528984201e+00 9.276858987676588342e+00 5.508614160115703484e+00 5.104017581516655078e+00 1.349416807002374519e+01 8.555540161921442177e+00
5.271801101644456367e+00 7.322226135046696172e+00 6.208454564568659073e+00 7.429433614677572351e+00 1.266074457248261709e+01 7.775475505095140072e+00
5.749629687804942435e+00 1.183727825724910865e+01 6.172784209985895387e+00 1.309283479527145744e+01 8.367517092540730062e+00 9.588218382756586777e+00
3.496163763325687679e+00 7.602022310569465091e+00 8.619286216799805445e+00 7.991787419554687411e+00 1.183505916777720479e+01 9.156480686642611388e+00
4.132952327111513391e+00 1.882458480880702112e+00 4.439580021933661413e+00 6.587260487276339838e+00 1.454300802806084114e+01 6.653227261337669063e+00
1.952595041781629792e+00 5.527859621623048447e+00 5.841294530738182722e+00 7.754538051359502582e+00 8.300398220288647266e-01 9.551862096728386931e+00
5.253008390291807217e+00 5.928249590551817327e+00 5.312946865168653332e+00 5.428748733924675385e+00 1.507649117373370373e+01 1.511005824876687553e+00
3.078940279092853505e+00 6.248408480368800255e+00 9.295482010386795224e+00 7.663323722244742342e+00 1.255711533778618794e+01 1.287260450949399804e+01
3.278435856458396636e+00 7.175702226114178295e+00 9.225742173830704829e+00 7.879917806976690642e+00 1.256657685897089038e+01 1.209803008538906965e+01
4.005433546364186803e+00 1.057662872258258879e+01 4.798598959968564337e+00 8.374564478802769329e+00 1.015495558808572785e+00 1.066972515000556898e+00
3.075693294338888606e+00 7.908839190814088482e+00 7.731240520472256961e+00 8.878972270310576675e+00 8.315351351440762429e+00 3.794119891305401726e+00
4.906309504257261089e+00 1.182019252983673274e+00 6.940622977010294292e+00 4.154288095602675313e+00 1.137124097946206014e+01 1.114907035274432801e+01
2.687087225032116944e+00 6.442113766392664864e+00 6.446973716346375838e+00 5.663188721846674767e+00 3.246532487034249570e+00 9.392219119832702745e+00
7.888198721084569875e+00 9.054281848611120509e+00 5.077819070372001420e+00 5.311334460854702400e+00 1.417996292116479573e+01 6.670136718734479331e+00
8.834178066536232166e+00 1.552026664262285527e+00 3.885415412118125467e+00 6.759369379390135713e+00 1.345431630628918107e+01 4.449113395181945041e-01
2.697917616369715610e+00 4.222113363835577893e+00 7.333917276204678259e+00 1.113625218594713040e+01 7.244080054010259673e+00 3.375391373494424307e+00
5.624038166557019380e+00 7.903117892574541337e+00 6.351163415208290530e+00 1.065491588704077230e+01 7.441621617453771265e+00 4.575925366725437371e+00
5.250855471414927145e+00 1.229720071937140524e+01 6.682377941290056356e+00 1.165230187735837397e+01 1.185999713559939295e+01 7.816391819788393036e+00
5.461774099130906279e+00 9.716840882075210573e+00 5.430256482384939076e+00 1.049273804140412736e+01 9.699875971420128806e+00 4.375514857217404519e+00
5.537982079408860336e+00 5.927704264776904708e+00 4.473184927526339116e+00 5.686448574780051501e+00 1.390633669304838804e+01 3.720427937015068132e+00
4.961009046603811257e+00 6.206289019021730802e+00 4.935436346247056960e+00 5.129206589472272704e+00 1.498753966700306961e+01 2.765189709047602751e+00
4.955696219222457621e+00 7.068155033978431590e+00 5.595391786657867073e+00 7.627572019493496391e+00 9.975300147420675501e+00 2.199662092007646397e+00
4.342477984370544775e+00 8.823908338307978383e+00 7.424430779908351319e+00 1.086011508150358829e+01 1.307859226353905946e+01 2.806275699732349249e+00
4.540381883729320833e+00 7.286255947889502593e+00 8.689603630032147308e+00 8.638824453865693087e+00 8.945657177814407390e+00 7.968713965848102987e+00
5.313309970994972709e+00 1.108409524706635985e+01 6.168022923716892869e+00 1.313121632451310816e+01 9.734798082199421998e+00 6.721471221425805886e+00
9.018934169847165450e+00 7.834721875271835501e+00 4.432582728144101480e+00 8.479737623635385191e+00 1.484574623337331722e+01 3.700158137184930141e-01
4.262880909638717242e+00 1.427768113942807116e+00 5.137842884299417712e+00 7.233736129545859761e+00 1.386278528020830869e+01 9.047440087078452819e+00
4.345049657211786709e+00 7.054848866436843835e+00 6.241877358814646115e+00 7.721474173123731966e+00 1.320649893349497539e+01 7.639319270491887970e+00
3.236529096795145666e+00 6.689857687208434989e+00 9.239106095749484382e+00 7.875392777360900709e+00 1.197135191415942401e+01 1.125816571248557096e+01
9.658696606636885118e-01 8.622907660168412036e+00 5.917625954261553467e+00 4.304261712619799951e+00 5.868138041781616465e-01 7.788330838368944242e+00
4.878896143711485500e+00 6.533012109105309051e+00 5.387761179444503057e+00 5.994766657349173578e+00 2.384448099146721400e+00 1.015117704023256273e+01
8.889184074086353249e+00 1.062164016098260610e+01 3.187243342331935736e+00 4.289677406751365218e+00 1.491713564848479834e+01 6.473525705245911865e+00
4.704226481923380554e+00 6.218071421729249870e+00 4.866528599907835151e+00 5.254976367259638792e+00 1.489280199928771076e+01 3.111050118870356318e+00
3.482748565018774833e+00 9.056056092741242569e-01 5.560911672910388681e+00 3.903043315437077165e+00 1.539505275840609677e+01 8.490675354036648415e+00
8.344471218647022681e+00 8.856929569997458174e+00 3.887827687762906770e+00 8.305943811588509806e-01 1.347184032297245260e+01 1.633695440848061953e+00
5.790313385487745990e+00 8.454551786451348860e+00 6.280390861770793975e+00 1.056307454443038907e+01 1.192444130048753514e+01 5.146965258733722237e+00
3.651313451806529109e+00 9.012083768880390977e+00 8.050443822069770050e+00 9.201987903448840100e+00 9.449058088080908746e+00 4.359701517798874271e+00
3.929887504194893744e+00 4.544205524682261910e+00 6.817299772466957286e+00 8.210622234475764003e+00 1.026770128563662610e+01 1.768722340722700181e+00
5.451542375690412001e+00 9.787357617999830950e+00 5.568284447189536301e+00 1.044772915591423335e+01 9.938315941707948298e+00 4.015889547441060969e+00
2.525825946664554955e+00 7.435206240923335486e+00 9.895785560910690393e+00 6.966581347872817354e+00 1.163507895368290335e+01 1.267267047420671844e+01
6.920366532347403066e+00 6.707925434306343249e+00 6.304790389346639934e+00 1.190302411874473520e+01 1.463793622952191065e+01 2.344905800921122996e+00
3.382868679132237322e+00 7.376360294116287797e+00 9.623455072036520619e+00 6.888843808743821739e+00 1.246740029934024463e+01 1.319619305043548074e+01
3.611946837223872109e+00 9.233183876299163373e+00 5.563751292207130383e+00 3.068929867466783978e+00 1.677706628196980354e+00 9.438949515895544096e+00
5.532472948046778249e+00 1.179520410490217408e+01 6.310171472495831324e+00 1.296645731724411377e+01 8.380204402453644619e+00 9.157682925590764356e+00
4.831861016190003077e+00 2.064184632051478729e+00 7.347153282876392133e+00 4.413423280145030603e+00 1.081091423221854697e+01 1.037925233583179541e+01
3.165258731280820914e+00 6.426690390315100032e+00 9.199497416908060998e+00 7.778005112611764638e+00 1.286602161688644053e+01 1.237010233013073623e+01
3.257423754630555557e+00 7.079741159682072293e+00 6.430874415101481389e+00 7.557761328984661908e+00 2.617033314132779065e+00 3.783557910971364624e+00
5.550057478584872861e+00 5.360574022673636030e+00 4.911297449998180298e+00 5.609086654981166653e+00 1.592953565955288298e+01 2.286779895228210790e+00
3.101740686450142004e+00 3.725053894764646323e+00 7.070403365402283313e+00 1.050615911790210433e+01 7.339844889490001023e+00 2.798426452442364099e+00
3.871784580885803351e+00 8.543549236614248699e+00 7.054297595931089404e+00 6.518938280299959587e+00 1.556022450950129610e+01 6.756623947589698531e+00
4.727393892121167340e+00 7.651263341047615185e+00 6.753995693182940130e+00 5.548484845623602446e+00 1.444683064703387743e+01 8.403210635051461708e+00
5.375916490489876409e+00 7.853119862006293417e+00 6.246194266864538491e+00 6.731810095198926369e+00 1.391116083427580108e+01 8.057682336091980702e+00
5.373064353224807022e+00 1.045135589736854342e+01 8.184366319649111432e+00 8.766324670420225118e+00 1.172385838797376145e+01 5.370692950226309215e+00
7.937362170949301188e+00 7.205276574408663315e+00 5.485866988877119432e+00 8.479554273634990480e+00 1.355711464603618843e+01 4.507756869095238983e+00
5.585696474191027328e+00 8.326397783751838588e+00 6.378385180466582760e+00 1.057684725546293691e+01 1.140777816437042524e+01 6.570150818126853309e+00
4.334080494040929210e+00 9.064802296913795132e+00 7.846917052434770667e+00 1.019583179023537056e+01 1.288035390432277616e+01 3.919179102078798493e+00
2.284726019208217274e+00 1.756206804781135222e+00 6.726394442982664756e+00 9.086066475838762813e+00 9.195783115873659597e+00 2.208536199626274676e+00
2.927594511455533066e+00 4.257330126977104889e+00 7.241267976543849016e+00 1.046728257626755898e+01 7.534907015610415648e+00 2.999428234962985940e+00
7.126438161794438564e+00 7.270345363563101238e+00 4.573563448487988126e+00 9.132928266769129166e+00 1.315903737990122835e+01 4.882659421715859871e+00
6.718136636887989788e+00 7.424477550032881012e+00 5.792069872803935482e+00 1.208427795471733646e+01 1.462166049139651314e+01 2.410867197187013922e+00
6.546825469454375934e+00 8.956210276895772537e+00 5.647110543617704259e+00 1.037160868091796573e+01 1.273277092325588278e+01 4.175373951118852567e+00
4.768601561984132431e+00 6.095403179879991917e+00 7.888741238537834377e+00 1.375561902314393237e+01 1.593421212289896260e+01 1.631141328269460233e+00
4.972395494618988110e+00 8.876199840812997621e+00 6.861700252433050373e+00 1.031836983859192358e+01 1.300090844909715138e+01 3.351460312962168508e+00
5.868672762510644070e+00 1.140145486930840590e+01 1.034151098463702034e+01 1.153924849295496280e+01 1.149773252631734799e+01 7.685862491556301634e+00
4.538744905994788859e+00 9.407420138633046935e-01 5.418772366205208080e+00 3.993829796666417575e+00 1.375104283905688440e+01 8.573051426417642062e+00
3.156413751157774339e+00 3.605779407506112033e+00 6.857767639669302362e+00 1.042019276352283974e+01 7.372974505353562691e+00 2.702500277949057672e+00
5.279683092105370790e+00 9.957432927373233156e+00 5.554040244310287200e+00 1.258831959853556270e+01 1.022248674632131227e+01 5.737326583620312448e+00
4.559336142352176324e+00 1.202045455147817954e+01 9.374913901062592814e+00 1.173789127538142907e+01 8.283030315966383839e+00 8.905881215784805960e+00
5.731194141724627933e+00 1.112292662562167678e+01 1.126986804333589909e+01 9.688813442653906094e+00 1.103421618152591321e+01 7.270925722698789784e+00
2.851640123109628000e+00 5.800884541505476832e+00 9.672607133732849860e+00 7.127404781878484030e+00 1.254088179015655413e+01 1.333274503235638875e+01
3.294655356307350402e+00 6.163498630116142074e+00 9.395097916152858275e+00 8.355430442392606238e+00 1.241742192014963386e+01 1.282537755411892100e+01
5.124675297712358635e+00 6.186653283525616942e+00 4.728827439102940566e+00 5.105533463903574543e+00 1.448428822928761406e+01 3.278585164120304984e+00
7.053398800622203701e+00 7.774390224743144451e+00 7.243271178462786786e+00 7.785388769769481243e+00 1.584129591414683702e+01 7.936211411896855195e-01
6.613206149952415736e+00 1.080232335046635406e+01 6.267448910315492228e+00 1.097797490508755658e+01 1.133448359507715431e+01 8.335154984934284528e+00
4.533307335020375639e+00 1.931475405755382235e+00 5.084756454694165484e+00 6.478302486197015320e+00 1.465387257008407929e+01 8.255959904015339745e+00
5.995486235644351680e+00 1.097430452288771363e+01 5.751187817467202201e+00 1.413686564190499517e+01 9.366580198370648702e+00 7.744645489124562410e+00
4.695385171685512837e+00 7.847014300427678890e+00 6.033685697392350278e+00 1.064937293399781915e+01 5.554159749203240182e+00 8.724555518887207040e-01
5.295243850821806930e+00 8.503788940145438957e+00 7.038816958030579940e+00 1.299806977242356254e+01 1.081713184684534745e+01 5.596096542970579790e+00
3.722036016019106608e+00 6.144719250804504540e+00 9.182290071010212884e+00 8.389764581419489886e+00 1.224468559571535842e+01 1.198076686095403964e+01
5.095550537787310930e+00 6.192200531574905575e+00 4.683041197022605573e+00 5.194036379150861471e+00 1.493205219134552486e+01 3.490017037532164412e+00
