-1.238118999999999970e+00 2.125656999999999908e+00 -1.977240000000000109e+00 2.080845000000000056e+00 -1.648099999999999898e+00 3.092699999999999894e-01 -2.570749000000000173e+00 2.689735999999999905e+00 -1.552133999999999903e+00 2.959432000000000063e+00 3.750607000000000024e+00 3.457183999999999813e+00
-1.022845999999999922e+00 2.232622000000000106e+00 -1.062618000000000062e+00 2.160267000000000159e+00 -1.872722999999999915e+00 -2.944039999999999990e-01 -1.675651999999999919e+00 2.321350999999999942e+00 -1.455583000000000071e+00 2.234604000000000035e+00 2.706100000000000172e+00 2.603215000000000057e+00
-1.375861000000000001e+00 2.966943000000000108e+00 -1.449672000000000072e+00 1.562783000000000033e+00 -1.317031000000000063e+00 -4.029369999999999896e-01 -2.431867000000000001e+00 2.882340999999999820e+00 -2.414931000000000161e+00 2.017215999999999898e+00 2.398249999999999993e+00 2.607396000000000047e+00
-1.069938999999999973e+00 2.458089999999999886e+00 -1.587159999999999904e+00 1.735722999999999905e+00 -1.749068000000000067e+00 2.027619999999999978e-01 -2.767609000000000208e+00 9.501380000000000381e-01 -1.801055999999999990e+00 2.068467000000000056e+00 2.493790000000000173e+00 2.643648000000000220e+00
-1.034515000000000073e+00 2.419096000000000135e+00 -9.913549999999999862e-01 2.587562999999999835e+00 -2.169602999999999948e+00 -7.400480000000000391e-01 -1.276715000000000044e+00 2.202487999999999779e+00 -2.587979999999999947e+00 1.967465999999999937e+00 2.523324000000000122e+00 2.553020000000000067e+00
-1.305425999999999975e+00 2.442156999999999911e+00 -1.823792999999999997e+00 2.173089000000000048e+00 -1.206677000000000000e+00 -3.525030000000000108e-01 -1.412427000000000099e+00 7.528179999999999872e-01 -2.031201999999999952e+00 1.787902000000000102e+00 2.272311999999999887e+00 2.558631999999999795e+00
-1.130452000000000012e+00 2.312540999999999958e+00 -1.692242999999999942e+00 2.446076999999999835e+00 -1.298378000000000032e+00 -4.619699999999999918e-01 -1.930444999999999967e+00 6.255389999999999562e-01 -1.427897999999999890e+00 1.836559000000000053e+00 2.354302000000000117e+00 2.547893000000000185e+00
-1.251649000000000012e+00 2.215044999999999931e+00 -1.404404999999999903e+00 2.765254000000000101e+00 -1.060845000000000038e+00 -6.943240000000000522e-01 -2.828384999999999927e+00 2.718265000000000153e+00 -1.497767999999999988e+00 1.851350999999999969e+00 2.326636999999999844e+00 2.553074000000000066e+00
-5.706879999999999731e-01 2.150275000000000158e+00 -1.250613999999999892e+00 2.391519999999999868e+00 -1.302548000000000039e+00 -8.963449999999999473e-01 -1.186779999999999946e+00 2.508431999999999995e+00 -1.736567999999999889e+00 1.741160999999999959e+00 1.855328000000000088e+00 2.511390000000000011e+00
-1.149523000000000073e+00 2.523108000000000128e+00 -1.722145999999999955e+00 3.028586999999999918e+00 -2.013532000000000100e+00 4.751000000000000015e-03 -1.338368999999999920e+00 1.964320000000000066e+00 -2.131564000000000014e+00 1.683915999999999968e+00 1.906929000000000096e+00 2.539201999999999959e+00
-2.535655999999999910e+00 2.685705000000000009e+00 -1.185068000000000010e+00 2.678141999999999801e+00 -1.274326000000000070e+00 -5.419389999999999485e-01 -2.830293999999999865e+00 2.903080999999999801e+00 -2.498256000000000032e+00 1.689025999999999916e+00 1.811685999999999908e+00 2.552321000000000062e+00
-5.832859999999999712e-01 2.336962999999999901e+00 -6.523630000000000262e-01 2.698160000000000114e+00 -1.989503000000000021e+00 -1.182949000000000028e+00 -1.162711000000000050e+00 1.214001000000000108e+00 -1.640219000000000094e+00 1.663737000000000021e+00 1.809539000000000009e+00 2.527311999999999781e+00
-1.103137000000000034e+00 2.732457999999999831e+00 -1.391305000000000014e+00 2.578132000000000090e+00 -1.944107999999999947e+00 -1.702579999999999927e-01 -2.779637999999999831e+00 2.878289999999999793e+00 -1.484984999999999999e+00 1.809153999999999929e+00 2.136798000000000197e+00 2.362864000000000075e+00
-1.720887000000000056e+00 2.264256000000000046e+00 -8.744349999999999623e-01 2.410845999999999822e+00 -1.607961999999999891e+00 -1.015139999999999931e-01 3.104293000000000191e+00 2.513411000000000062e+00 -2.146419999999999995e+00 1.621609000000000078e+00 2.303180999999999923e+00 2.466342000000000034e+00
-2.027696000000000165e+00 2.900418000000000163e+00 -1.605361999999999956e+00 2.006883999999999890e+00 -9.978310000000000235e-01 -7.378719999999999724e-01 2.994358000000000075e+00 2.072217000000000198e+00 -1.204088000000000047e+00 1.861035999999999913e+00 2.142044999999999977e+00 2.356850000000000112e+00
-2.732565000000000133e+00 2.522823999999999955e+00 -1.498104000000000102e+00 2.710001999999999800e+00 -1.728372999999999937e+00 -1.187459999999999960e+00 -2.151857000000000131e+00 2.202421999999999880e+00 -1.329793999999999921e+00 1.839906999999999959e+00 2.146590999999999916e+00 2.285344999999999960e+00
-1.634285999999999905e+00 2.397968000000000099e+00 -6.884350000000000191e-01 2.437310000000000088e+00 -1.917785000000000073e+00 -1.122748999999999997e+00 -2.740889000000000131e+00 2.746729999999999894e+00 -1.962406000000000095e+00 1.858479999999999910e+00 1.994453000000000031e+00 2.315109000000000083e+00
-2.411289000000000016e+00 2.412580000000000169e+00 -1.215116000000000085e+00 2.696463000000000054e+00 -1.691378000000000048e+00 -5.743800000000000294e-02 -2.208883000000000152e+00 2.207352000000000203e+00 -1.463106000000000018e+00 1.804667999999999939e+00 2.191031999999999869e+00 2.157941000000000109e+00
-2.730236000000000107e+00 2.763024999999999842e+00 -1.048656000000000033e+00 2.231555999999999873e+00 -1.369776000000000105e+00 6.122299999999999964e-02 -2.187781000000000198e+00 2.436568999999999985e+00 -2.403391000000000055e+00 1.810491000000000072e+00 2.220927999999999791e+00 2.146726999999999830e+00
-1.259028000000000036e+00 2.654008999999999840e+00 -1.066915000000000058e+00 2.643168999999999880e+00 -1.338858000000000104e+00 -4.712529999999999775e-01 -2.288657999999999859e+00 1.961325999999999903e+00 -1.686474000000000029e+00 1.595728000000000035e+00 1.783212000000000019e+00 2.089284999999999837e+00
-1.088398999999999894e+00 2.390744999999999898e+00 -8.561879999999999491e-01 2.394686000000000092e+00 -1.662349000000000077e+00 -7.151699999999999724e-02 -2.603565999999999825e+00 2.392028999999999961e+00 -1.806119999999999948e+00 1.191821999999999937e+00 1.263371000000000022e+00 2.121195000000000164e+00
-2.129503000000000146e+00 2.689778000000000002e+00 -1.351094000000000017e+00 3.065758999999999901e+00 -1.651246999999999909e+00 -7.959600000000000009e-01 -3.031349999999999878e-01 2.000182000000000127e+00 -1.290256999999999987e+00 1.485001999999999933e+00 1.239714999999999900e+00 2.032687000000000133e+00
-1.890111000000000097e+00 2.569634000000000196e+00 -1.319153000000000020e+00 2.232254999999999878e+00 -1.146622000000000030e+00 -3.653959999999999986e-01 -1.882684999999999942e+00 1.935319999999999929e+00 -1.488869999999999916e+00 1.172172999999999909e+00 1.192682999999999938e+00 1.974183000000000021e+00
-1.562910999999999939e+00 1.768130999999999897e+00 -5.499800000000000244e-01 2.251876000000000211e+00 -1.287709999999999910e+00 -2.890840000000000076e-01 -1.964040000000000008e+00 2.567750999999999895e+00 -1.445294999999999996e+00 1.180928999999999895e+00 1.253363999999999923e+00 2.089564999999999895e+00
-2.391420000000000101e+00 2.752536999999999789e+00 -1.399850000000000039e+00 2.549805000000000099e+00 -2.888110999999999873e+00 7.818899999999999462e-02 -2.715886999999999940e+00 2.940030000000000143e+00 -1.177254000000000023e+00 1.325199999999999934e+00 1.436253000000000002e+00 2.231984999999999886e+00
-2.657631999999999994e+00 -2.685124000000000066e+00 -2.002000999999999920e+00 2.462254000000000165e+00 -1.062491999999999992e+00 -9.686860000000000470e-01 -1.802907999999999955e+00 -2.995090999999999948e+00 -1.778332000000000024e+00 1.339752999999999972e+00 1.418681000000000081e+00 2.296594999999999942e+00
-2.364104999999999901e+00 2.438187999999999800e+00 -1.044702999999999937e+00 2.424856999999999818e+00 -1.717762000000000011e+00 -4.898399999999999976e-02 -2.381568000000000129e+00 2.850665999999999922e+00 -1.899561000000000055e+00 1.236947000000000019e+00 1.625486999999999904e+00 2.372371999999999925e+00
-1.236005999999999938e+00 2.653132999999999964e+00 -2.362359999999999793e+00 2.832189000000000068e+00 -1.795031999999999961e+00 -1.551549999999999874e-01 -1.266245999999999983e+00 2.461235999999999979e+00 -1.670279999999999987e+00 1.294481999999999911e+00 1.436847999999999903e+00 2.443293000000000159e+00
-2.389171000000000156e+00 2.266763999999999779e+00 -1.077269999999999950e+00 2.462495999999999796e+00 -1.186360000000000081e+00 -6.595370000000000399e-01 -1.312402999999999986e+00 2.758223999999999787e+00 -1.753576999999999941e+00 1.352157999999999971e+00 1.190188999999999941e+00 2.175396000000000107e+00
-5.253700000000000037e-02 1.867488000000000037e+00 -1.370698999999999890e+00 2.461444000000000187e+00 -1.708474999999999966e+00 1.849979999999999958e-01 -2.719698000000000171e+00 2.811325000000000074e+00 -1.835749000000000075e+00 1.517754000000000048e+00 1.196164999999999923e+00 1.855927000000000104e+00
-2.161793999999999993e+00 2.499305999999999806e+00 -2.011229999999999851e+00 2.407071999999999878e+00 -1.708422000000000107e+00 -2.258910000000000085e-01 -2.119708000000000148e+00 2.443735999999999908e+00 -1.610946999999999907e+00 1.580553000000000097e+00 1.234502999999999906e+00 1.833574000000000037e+00
-3.076267999999999780e+00 2.195949000000000151e+00 -1.045244999999999980e+00 2.298613000000000017e+00 -9.482369999999999965e-01 -8.808570000000000011e-01 -8.661750000000000282e-01 2.860618000000000105e+00 -1.526280000000000081e+00 1.599413999999999891e+00 1.311504999999999921e+00 1.659588999999999981e+00
-2.206217999999999790e+00 2.134449000000000041e+00 -1.288237000000000076e+00 2.592071999999999932e+00 -1.404366999999999921e+00 1.338723000000000107e+00 3.032897999999999872e+00 1.911899999999999933e+00 -1.455880999999999981e+00 1.271185000000000009e+00 1.483815000000000106e+00 1.625909999999999966e+00
-1.057568999999999981e+00 2.013364000000000154e+00 -1.179912000000000072e+00 2.690341999999999789e+00 -9.381709999999999772e-01 -6.493010000000000170e-01 -1.346681000000000017e+00 2.451052999999999926e+00 -1.577147999999999994e+00 1.261887999999999899e+00 1.460741000000000067e+00 1.448339999999999961e+00
-2.586015000000000175e+00 2.282308000000000003e+00 -2.075292000000000137e+00 -3.092058000000000195e+00 -1.146895999999999916e+00 -5.622589999999999533e-01 -1.768509000000000109e+00 2.864705999999999975e+00 -1.715676999999999897e+00 1.332905000000000006e+00 1.385559999999999903e+00 1.585240999999999900e+00
-2.318531000000000120e+00 2.248089999999999922e+00 -1.946439999999999948e+00 -1.731055000000000010e+00 -2.125697000000000170e+00 -3.891040000000000054e-01 -2.426753999999999856e+00 2.605205999999999911e+00 -1.746253999999999973e+00 1.353525000000000089e+00 1.387680000000000025e+00 1.709851999999999927e+00
