6.975174792315301353e+00 6.949415755224192637e+00 6.662034880704727158e+00 6.401978695450214474e+00 6.194995011722975065e+00 6.096499519104240150e+00 6.839983022282022596e+00 7.316975373795341575e+00 7.142049699680891983e+00 6.814610914236284955e+00 6.104353215354135997e+00 5.717203245387374899e+00 5.511592134150972377e+00 5.202001338337670866e+00 5.044380789719154379e+00 5.378031441363625653e+00 5.921635750037596679e+00 6.085257543630986810e+00 5.959864144836545030e+00 5.833299799054660895e+00 5.478492396262432784e+00 5.476859598134531382e+00 5.914014485399395227e+00 6.512212196283817534e+00 6.891518694922895705e+00
6.895569586581972388e+00 6.510079253917351316e+00 6.239722403291741770e+00 6.004651955128299079e+00 5.950352260973906127e+00 6.156912187474227416e+00 6.824149591763892353e+00 7.353803784241525143e+00 7.476688581224519403e+00 6.861343840177930531e+00 5.905973936576256023e+00 5.432401767741111165e+00 5.068671675593884096e+00 4.835271730769179932e+00 4.779280145649648759e+00 5.117001599405935686e+00 5.489664363263151436e+00 5.665800074453037460e+00 5.594015756543975648e+00 5.448687419005095123e+00 5.291899285031803402e+00 5.369485340843809240e+00 5.677275057654255441e+00 6.194576801919787989e+00 6.557324292522435094e+00
6.632555997171529327e+00 6.294471535408453278e+00 5.656742587743686990e+00 5.365309806788625124e+00 5.367080836567302171e+00 5.731642475275124049e+00 6.525172635309233193e+00 7.160778486967631196e+00 7.078010977691631567e+00 6.631685060496238293e+00 5.764655569098197319e+00 5.270668541994079526e+00 5.059321683021321903e+00 4.817288507523944219e+00 4.646033008542953091e+00 4.602004028551816894e+00 4.669913072499489282e+00 4.910890304586834176e+00 4.954480841812352487e+00 5.033251912778318626e+00 5.058202017287959151e+00 5.175016288896509664e+00 5.562933201281579088e+00 6.152610601168960081e+00 6.568177896071222044e+00
6.448120115197963464e+00 5.968384899367505270e+00 5.287592218996625348e+00 4.876286457378569139e+00 4.891314150598717880e+00 5.242245731466552705e+00 5.676222702352486493e+00 6.248810351992717393e+00 6.641336067757507067e+00 6.489844956341859650e+00 5.726472603654101157e+00 5.392335221833021386e+00 5.160306614725993057e+00 4.699333617986990674e+00 4.236522289422469889e+00 4.046556228262692123e+00 3.966509061099196209e+00 4.151106915178452539e+00 4.258357529883119774e+00 4.446639192146887964e+00 4.701960402621895518e+00 5.046814594406285437e+00 5.573164182381754372e+00 6.184626784034906066e+00 6.686332992944396203e+00
6.435462376418708885e+00 5.922164963325046827e+00 5.263084161920986048e+00 4.653456324740685268e+00 4.476469389669374799e+00 4.499754711154859699e+00 4.916253681335061465e+00 5.533943106863544514e+00 6.026006399350652742e+00 6.031387213417921167e+00 5.717578778671550843e+00 5.427185991806046772e+00 4.864270815429578398e+00 4.101036192640141742e+00 3.700942278493436710e+00 3.582895972181404431e+00 3.517324501026219075e+00 3.707257624379310279e+00 3.761691194838570507e+00 3.932461721218782458e+00 4.258097659091964360e+00 4.795656479697382402e+00 5.459675173529148218e+00 6.149501555369980110e+00 6.437972515387966332e+00
6.372525708917563314e+00 5.965815861284554877e+00 5.314964787012765868e+00 4.623522214810120268e+00 4.191051440975066988e+00 3.958085567778120151e+00 4.146308686182087477e+00 4.707559478021448029e+00 5.304540496173005160e+00 5.490818841082303337e+00 5.518949741715276858e+00 5.296515689475559618e+00 4.632461305882157987e+00 3.650256484551320124e+00 3.136088942105311972e+00 3.232513117761566246e+00 3.326151901497778951e+00 3.406516912609050873e+00 3.455917275718863646e+00 3.607347958481083250e+00 3.911423982068252592e+00 4.444060430737011735e+00 5.289512808122679210e+00 6.124824180484423231e+00 6.272155458254937699e+00
6.195832312489903515e+00 5.940443578320525830e+00 5.484560228189460318e+00 4.814350225233681613e+00 4.067485618436901262e+00 3.498851431804174794e+00 3.438750485732238182e+00 3.928142076797783933e+00 4.541202184863473157e+00 5.008045989527161623e+00 5.417116265528847840e+00 5.287957568783030027e+00 4.738076720139170916e+00 3.772731573902788682e+00 3.225097620326573100e+00 3.192289953961733762e+00 3.270371305898929659e+00 3.232184737463332791e+00 3.250441871107171199e+00 3.402386229687849539e+00 3.625377390401198330e+00 4.070856602198750451e+00 5.011253928484035391e+00 5.928552439312607447e+00 6.285152549374091180e+00
6.007088988883647396e+00 6.087698675149755267e+00 5.813119496329920644e+00 5.091097962930499321e+00 3.991832045041300514e+00 3.054558507649930199e+00 2.733947391775731983e+00 3.138216799598884776e+00 3.771617571764935395e+00 4.514849419220072768e+00 5.248113406977939377e+00 5.339655826380763415e+00 5.062943866606777199e+00 4.640117048080865558e+00 4.165070557020376540e+00 3.832695744420198558e+00 3.636864667181659350e+00 3.351509004993427521e+00 3.064224943125041900e+00 2.874302675199278401e+00 3.078366976437263425e+00 3.666298320556776513e+00 4.632187524125502165e+00 5.580879641151328840e+00 5.912970881201924378e+00
5.853243184673107002e+00 5.872413931026762235e+00 5.771195603098107085e+00 4.905526643272437148e+00 3.606813994475698948e+00 2.438823137595749202e+00 1.930148069741929540e+00 2.307149155851239808e+00 3.049325771135380503e+00 3.897409978053403723e+00 4.933596827951575392e+00 5.664080548776190049e+00 5.742118692868392493e+00 5.607760224984764008e+00 5.135389287372187361e+00 4.647778719193935260e+00 4.096004124646689171e+00 3.407054256714608265e+00 2.767029090407377101e+00 2.341909113631132300e+00 2.452444868507959175e+00 3.225979634936122498e+00 4.411282748708792667e+00 5.324893778054902604e+00 5.753380358137935247e+00
5.498573027934970270e+00 5.293280456764027697e+00 5.288688940744011191e+00 4.287555557464122202e+00 2.709629244993684516e+00 1.475779220603996134e+00 1.047953091505499312e+00 1.603304497488711178e+00 2.639005161474569316e+00 3.651722750252436089e+00 4.867466424508879008e+00 5.992018455165906587e+00 6.467625356353683408e+00 6.232550492228522643e+00 5.712901529888322116e+00 5.104177550127192653e+00 4.219767533561636697e+00 3.147921328498211935e+00 2.225438746241977572e+00 1.705157320437148405e+00 1.852535168164693546e+00 2.782722408435897687e+00 3.994831597799920697e+00 5.024202438500203982e+00 5.733568677427288485e+00
